field_path,card_source,classification,target_table,batch,status,note
persona_cards.C.xiuzai.WMAIN.inner_state.knot,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.stance_to_player,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.unsaid,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.want_now,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.name,free_stage_card_hospital.json,Seed,archetypes/consciousnesses,A,registered,
present,free_stage_card_hospital.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_hospital.json,Unclassified,TBD,?,registered,
scene,free_stage_card_hospital.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_hospital.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.姐姐重逢,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.急诊走廊,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.装傻应对,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
_frame_id,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
_projection_note,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
_projection_of,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
_view,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
ambient_stage,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
ambient_stage.桌面,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
ambient_stage.楼梯,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
ambient_stage.窗边,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
autonomous_decisions,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
autonomous_decisions[],free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
autonomous_decisions[].actor_cons,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].after_must_happen,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].after_must_happen[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].decision_id,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.alternative,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.alternative[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.defer,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.defer[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.leave,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_branch_progress.leave[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_scene_effects,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_scene_effects.leave,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].outcome_scene_effects.leave.actor_leaves_scene,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].situation,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].valid_outcomes,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
autonomous_decisions[].valid_outcomes[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
blurb,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_milktea_4p.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_milktea_4p.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
director_beats,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
entry_projection,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
entry_projection.context_memory,free_stage_card_milktea_4p.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.context_memory[],free_stage_card_milktea_4p.json,Mixed,slow_memory|run,C/D,registered,
entry_projection.relationship_memory,free_stage_card_milktea_4p.json,Mixed,REL|run,C/D,registered,
entry_projection.relationship_memory[],free_stage_card_milktea_4p.json,Mixed,REL|run,C/D,registered,
exits,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].exit_state,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].requires_autonomous_outcomes,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].requires_autonomous_outcomes.c16_4p_banbo_after_phone,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].requires_autonomous_outcomes.c16_4p_yuxuan_after_phone,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].requires_autonomous_outcomes.c16_4p_zhangchen_after_phone,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
intro_complete_must_happen,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_milktea_4p.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_milktea_4p.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_milktea_4p.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_milktea_4p.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_milktea_4p.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_milktea_4p.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_milktea_4p.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat[],free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_milktea_4p.json,Unclassified,TBD,?,registered,
persona_cards.C.banbo.WMAIN,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.banbo.WMAIN.boundaries,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.hard,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.soft[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.style,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.boundaries.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.constraints,free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.banbo.WMAIN.constraints[],free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.banbo.WMAIN.inner_state,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.knot,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.stance_to_player,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.unsaid,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.inner_state.want_now,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.banbo.WMAIN.name,free_stage_card_milktea_4p.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.banbo.WMAIN.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.banbo.WMAIN.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.yuxuan.WMAIN.boundaries,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.hard,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.soft,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.soft[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.style,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.boundaries.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.constraints,free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.yuxuan.WMAIN.constraints[],free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.knot,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.stance_to_player,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.unsaid,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.inner_state.want_now,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.yuxuan.WMAIN.name,free_stage_card_milktea_4p.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.yuxuan.WMAIN.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN._review,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.boundaries,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.hard[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.soft[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.style,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.boundaries.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.constraints,free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.constraints[],free_stage_card_milktea_4p.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.knot,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.stance_to_player,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.unsaid,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.inner_state.want_now,free_stage_card_milktea_4p.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.zhangchen.WMAIN.name,free_stage_card_milktea_4p.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.avoid_phrases[],free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.canon_src,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.disclosure_limit,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.phase,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.positive_patterns[],free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.phase_voice_profile.source_event,free_stage_card_milktea_4p.json,Mixed,see_leaf,?,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples,free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
persona_cards.C.zhangchen.WMAIN.voice_samples[],free_stage_card_milktea_4p.json,Seed,persona_core,C,registered,
